"Informazioni cronologiche","Mothertongue ","Second Language","You showed up an hour late for a dinner with your friends. ","You borrowed your father’s keys but you lost them. Your father needs them back.","You had just left the restaurant and you are checking the receipt, you noticed that you had paid less than you should have","You were supposed to go to a friend’s graduation party but forgot to do so because you had a job interview.","You accidentally run into the women’s toilet/men’s toilet while in a Pub.","You are eating an ice cream in a crowed place and it falls on a stranger's shoe","You had been invited to a dinner party and you forgot to take with you the bottle of wine that you have promised to bring ","You suggested an answer to a friend during an exam and you found out later that it was wrong"
"2019/12/03 11:54:01 PM CET","English","Other","3 (somewhat severe)","5 (severe)","1 (not severe)","2","1 (not severe)","2","4","3 (somewhat severe)"
"2019/12/03 11:54:51 PM CET","English","Other","4","4","2","4","2","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 11:55:15 PM CET","English","","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","2","2","2","2"
"2019/12/03 11:55:56 PM CET","English","Other","4","3 (somewhat severe)","3 (somewhat severe)","5 (severe)","1 (not severe)","2","2","1 (not severe)"
"2019/12/03 11:56:28 PM CET","English","English","3 (somewhat severe)","5 (severe)","1 (not severe)","3 (somewhat severe)","1 (not severe)","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 11:56:34 PM CET","English","","4","4","2","2","2","2","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 11:56:37 PM CET","English","Other","5 (severe)","5 (severe)","1 (not severe)","5 (severe)","2","1 (not severe)","5 (severe)","4"
"2019/12/03 11:57:06 PM CET","English","Other","4","5 (severe)","2","3 (somewhat severe)","1 (not severe)","2","3 (somewhat severe)","2"
"2019/12/03 11:57:09 PM CET","Other","English","4","5 (severe)","1 (not severe)","5 (severe)","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","4"
"2019/12/03 11:57:25 PM CET","English","","3 (somewhat severe)","3 (somewhat severe)","4","2","3 (somewhat severe)","2","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 11:57:33 PM CET","English","Other","4","4","3 (somewhat severe)","2","2","2","2","2"
"2019/12/04 12:01:07 AM CET","Other","English","3 (somewhat severe)","5 (severe)","3 (somewhat severe)","2","1 (not severe)","4","4","3 (somewhat severe)"
"2019/12/04 12:01:32 AM CET","English","Other","5 (severe)","2","2","4","2","2","2","5 (severe)"
"2019/12/04 12:01:41 AM CET","English","Other","3 (somewhat severe)","3 (somewhat severe)","2","4","1 (not severe)","2","4","3 (somewhat severe)"
"2019/12/04 12:01:55 AM CET","English","Other","3 (somewhat severe)","5 (severe)","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)","3 (somewhat severe)","2"
"2019/12/04 12:02:13 AM CET","English","Other","4","3 (somewhat severe)","3 (somewhat severe)","2","1 (not severe)","2","1 (not severe)","2"
"2019/12/04 12:02:18 AM CET","English","Other","3 (somewhat severe)","2","4","2","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","4"
"2019/12/04 12:02:39 AM CET","English","","3 (somewhat severe)","1 (not severe)","2","1 (not severe)","2","4","3 (somewhat severe)","1 (not severe)"
"2019/12/04 12:03:41 AM CET","English","Other","4","3 (somewhat severe)","1 (not severe)","2","2","3 (somewhat severe)","2","2"
"2019/12/04 12:04:04 AM CET","English","English","4","4","3 (somewhat severe)","2","3 (somewhat severe)","5 (severe)","2","2"
"2019/12/04 12:04:11 AM CET","English","English","4","3 (somewhat severe)","4","2","1 (not severe)","2","2","3 (somewhat severe)"
"2019/12/04 12:04:26 AM CET","English","","1 (not severe)","3 (somewhat severe)","1 (not severe)","2","1 (not severe)","2","2","2"
"2019/12/04 12:05:07 AM CET","English","Other","3 (somewhat severe)","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","2","2","2"
"2019/12/04 12:05:14 AM CET","English","Italian","3 (somewhat severe)","4","2","3 (somewhat severe)","3 (somewhat severe)","2","2","1 (not severe)"
"2019/12/04 12:08:23 AM CET","English","Other","2","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","1 (not severe)","4","4","4"
"2019/12/04 12:08:50 AM CET","English","Italian","2","3 (somewhat severe)","3 (somewhat severe)","2","1 (not severe)","3 (somewhat severe)","2","2"
"2019/12/04 12:09:09 AM CET","Other","English","3 (somewhat severe)","5 (severe)","3 (somewhat severe)","2","1 (not severe)","3 (somewhat severe)","2","2"
"2019/12/04 12:09:50 AM CET","English","Other","3 (somewhat severe)","3 (somewhat severe)","2","2","1 (not severe)","2","2","2"
"2019/12/04 12:10:23 AM CET","English","English","3 (somewhat severe)","3 (somewhat severe)","4","3 (somewhat severe)","2","1 (not severe)","2","2"
"2019/12/04 12:10:58 AM CET","English","English","2","3 (somewhat severe)","2","2","2","2","2","1 (not severe)"
"2019/12/04 12:15:06 AM CET","English","Other","3 (somewhat severe)","5 (severe)","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","2","4","1 (not severe)"
"2019/12/04 12:16:06 AM CET","Italian","English","4","4","3 (somewhat severe)","2","2","3 (somewhat severe)","3 (somewhat severe)","2"
"2019/12/04 12:16:20 AM CET","English","English","4","4","5 (severe)","2","4","2","1 (not severe)","1 (not severe)"
"2019/12/04 12:16:26 AM CET","English","","2","4","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)","2","1 (not severe)"
"2019/12/04 12:16:50 AM CET","English","Other","3 (somewhat severe)","4","1 (not severe)","1 (not severe)","1 (not severe)","3 (somewhat severe)","2","2"
"2019/12/04 12:18:54 AM CET","English","Other","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","4","2","2","1 (not severe)","1 (not severe)"
"2019/12/04 12:19:46 AM CET","English","Other","3 (somewhat severe)","4","3 (somewhat severe)","3 (somewhat severe)","2","3 (somewhat severe)","2","3 (somewhat severe)"
"2019/12/04 12:20:57 AM CET","English","Other","4","5 (severe)","1 (not severe)","1 (not severe)","2","3 (somewhat severe)","3 (somewhat severe)","4"
"2019/12/04 12:22:21 AM CET","English","Other","2","3 (somewhat severe)","2","3 (somewhat severe)","2","2","1 (not severe)","2"
"2019/12/04 12:22:52 AM CET","English","Other","1 (not severe)","3 (somewhat severe)","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)","2","2"
"2019/12/04 12:22:57 AM CET","English","","4","4","3 (somewhat severe)","2","3 (somewhat severe)","2","1 (not severe)","1 (not severe)"
"2019/12/04 12:23:20 AM CET","English","Other","4","5 (severe)","3 (somewhat severe)","3 (somewhat severe)","5 (severe)","3 (somewhat severe)","4","3 (somewhat severe)"
"2019/12/04 12:23:22 AM CET","English","Other","4","4","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","1 (not severe)","2"
"2019/12/04 12:23:27 AM CET","English","","2","4","2","1 (not severe)","2","2","2","2"
"2019/12/04 12:24:04 AM CET","English","English","5 (severe)","4","2","5 (severe)","1 (not severe)","1 (not severe)","2","2"
"2019/12/04 12:24:49 AM CET","English","Other","3 (somewhat severe)","3 (somewhat severe)","2","2","1 (not severe)","2","1 (not severe)","1 (not severe)"
"2019/12/04 12:26:48 AM CET","English","","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","2","2","2","3 (somewhat severe)","2"
"2019/12/04 12:26:54 AM CET","English","Other","2","4","1 (not severe)","3 (somewhat severe)","2","4","3 (somewhat severe)","4"
"2019/12/04 12:27:01 AM CET","English","Other","4","5 (severe)","2","2","1 (not severe)","3 (somewhat severe)","","2"
"2019/12/04 12:28:52 AM CET","English","English","5 (severe)","3 (somewhat severe)","1 (not severe)","4","1 (not severe)","2","2","2"
"2019/12/04 12:29:14 AM CET","English","English","3 (somewhat severe)","4","4","3 (somewhat severe)","1 (not severe)","1 (not severe)","2","1 (not severe)"
"2019/12/04 12:33:33 AM CET","English","","3 (somewhat severe)","3 (somewhat severe)","2","3 (somewhat severe)","2","1 (not severe)","2","2"
"2019/12/04 12:36:53 AM CET","English","Other","5 (severe)","4","1 (not severe)","3 (somewhat severe)","2","3 (somewhat severe)","1 (not severe)","1 (not severe)"
"2019/12/04 12:37:31 AM CET","English","English","3 (somewhat severe)","5 (severe)","2","2","2","3 (somewhat severe)","2","2"
"2019/12/04 12:37:52 AM CET","English","Other","4","1 (not severe)","1 (not severe)","3 (somewhat severe)","1 (not severe)","1 (not severe)","2","3 (somewhat severe)"
"2019/12/04 12:37:56 AM CET","English","Other","3 (somewhat severe)","4","2","2","1 (not severe)","2","1 (not severe)","1 (not severe)"
"2019/12/04 12:39:07 AM CET","English","Other","2","4","1 (not severe)","1 (not severe)","1 (not severe)","2","3 (somewhat severe)","1 (not severe)"
"2019/12/04 12:39:38 AM CET","English","English","4","3 (somewhat severe)","1 (not severe)","2","2","4","2","2"
"2019/12/04 12:40:48 AM CET","English","Other","3 (somewhat severe)","2","2","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/04 12:41:52 AM CET","English","Other","5 (severe)","4","3 (somewhat severe)","4","2","2","3 (somewhat severe)","2"
"2019/12/04 12:43:14 AM CET","English","Other","3 (somewhat severe)","4","1 (not severe)","2","2","3 (somewhat severe)","3 (somewhat severe)","2"
"2019/12/04 12:43:39 AM CET","English","","3 (somewhat severe)","3 (somewhat severe)","4","4","2","3 (somewhat severe)","2","2"
"2019/12/04 12:49:24 AM CET","English","English","2","5 (severe)","1 (not severe)","3 (somewhat severe)","1 (not severe)","2","4","4"
"2019/12/04 12:49:29 AM CET","English","Other","3 (somewhat severe)","3 (somewhat severe)","4","2","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)"
"2019/12/04 12:50:55 AM CET","English","Other","4","3 (somewhat severe)","4","3 (somewhat severe)","1 (not severe)","2","2","1 (not severe)"
"2019/12/04 12:51:56 AM CET","English","Other","4","5 (severe)","4","3 (somewhat severe)","2","3 (somewhat severe)","2","2"
"2019/12/04 12:53:40 AM CET","English","Other","3 (somewhat severe)","5 (severe)","3 (somewhat severe)","4","2","3 (somewhat severe)","4","2"
"2019/12/04 12:53:41 AM CET","English","English","2","4","2","1 (not severe)","1 (not severe)","2","3 (somewhat severe)","2"
"2019/12/04 12:54:48 AM CET","English","Other","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","2","2","1 (not severe)","1 (not severe)","1 (not severe)"
"2019/12/04 12:54:58 AM CET","English","Other","3 (somewhat severe)","4","1 (not severe)","2","2","3 (somewhat severe)","1 (not severe)","4"
"2019/12/04 12:56:24 AM CET","English","Other","3 (somewhat severe)","4","2","1 (not severe)","1 (not severe)","3 (somewhat severe)","2","1 (not severe)"
"2019/12/04 12:56:43 AM CET","English","English","5 (severe)","3 (somewhat severe)","1 (not severe)","2","2","3 (somewhat severe)","4","1 (not severe)"
"2019/12/04 1:01:46 AM CET","English","Other","5 (severe)","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","2","1 (not severe)","3 (somewhat severe)"
"2019/12/04 1:02:42 AM CET","English","","5 (severe)","3 (somewhat severe)","1 (not severe)","2","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","4"
"2019/12/04 1:03:14 AM CET","English","Other","4","5 (severe)","3 (somewhat severe)","2","2","3 (somewhat severe)","1 (not severe)","2"
"2019/12/04 1:03:21 AM CET","English","Other","5 (severe)","5 (severe)","4","5 (severe)","1 (not severe)","3 (somewhat severe)","4","4"
"2019/12/04 1:03:50 AM CET","English","","5 (severe)","5 (severe)","5 (severe)","2","1 (not severe)","1 (not severe)","2","2"
"2019/12/04 1:04:12 AM CET","Other","English","5 (severe)","2","3 (somewhat severe)","1 (not severe)","4","1 (not severe)","2","1 (not severe)"
"2019/12/04 1:06:16 AM CET","English","Other","1 (not severe)","2","2","2","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)"
"2019/12/04 1:06:18 AM CET","Other","English","4","5 (severe)","2","2","3 (somewhat severe)","2","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/04 1:06:51 AM CET","English","","4","5 (severe)","1 (not severe)","3 (somewhat severe)","2","4","5 (severe)","5 (severe)"
"2019/12/04 1:07:06 AM CET","English","","2","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","2","2","3 (somewhat severe)","4"
"2019/12/04 1:07:17 AM CET","English","Other","5 (severe)","5 (severe)","2","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","1 (not severe)","1 (not severe)"
"2019/12/04 1:07:40 AM CET","English","","4","4","1 (not severe)","2","1 (not severe)","1 (not severe)","2","1 (not severe)"
"2019/12/04 1:07:40 AM CET","English","Other","2","3 (somewhat severe)","3 (somewhat severe)","2","2","2","2","2"
"2019/12/04 1:08:41 AM CET","English","Other","2","3 (somewhat severe)","2","3 (somewhat severe)","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)"
"2019/12/04 1:08:59 AM CET","Other","English","4","5 (severe)","2","2","1 (not severe)","2","2","3 (somewhat severe)"
"2019/12/04 1:09:22 AM CET","English","Other","4","5 (severe)","3 (somewhat severe)","2","1 (not severe)","2","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/04 1:09:51 AM CET","English","English","4","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","2","3 (somewhat severe)","2"
"2019/12/04 1:13:30 AM CET","English","Other","3 (somewhat severe)","4","1 (not severe)","2","3 (somewhat severe)","1 (not severe)","1 (not severe)","3 (somewhat severe)"
"2019/12/04 1:18:05 AM CET","English","","3 (somewhat severe)","3 (somewhat severe)","2","2","1 (not severe)","2","2","1 (not severe)"
"2019/12/04 1:18:44 AM CET","Other","English","4","2","1 (not severe)","2","1 (not severe)","3 (somewhat severe)","1 (not severe)","2"
"2019/12/04 1:20:21 AM CET","English","Other","4","5 (severe)","2","3 (somewhat severe)","2","4","2","1 (not severe)"
"2019/12/04 1:21:09 AM CET","English","","4","3 (somewhat severe)","1 (not severe)","1 (not severe)","1 (not severe)","2","2","1 (not severe)"
"2019/12/04 1:21:43 AM CET","Italian","English","2","4","3 (somewhat severe)","2","1 (not severe)","2","2","3 (somewhat severe)"
"2019/12/04 1:22:05 AM CET","English","Other","2","3 (somewhat severe)","4","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)"
"2019/12/04 1:25:03 AM CET","English","Italian","2","2","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)","2"
"2019/12/04 1:26:23 AM CET","English","Other","4","5 (severe)","2","2","2","1 (not severe)","2","1 (not severe)"
"2019/12/04 1:27:24 AM CET","English","English","2","3 (somewhat severe)","2","2","1 (not severe)","2","1 (not severe)","1 (not severe)"
"2019/12/04 1:27:40 AM CET","English","Other","3 (somewhat severe)","","5 (severe)","3 (somewhat severe)","1 (not severe)","4","4","5 (severe)"
"2019/12/04 1:29:33 AM CET","Other","English","1 (not severe)","5 (severe)","1 (not severe)","3 (somewhat severe)","2","3 (somewhat severe)","4","1 (not severe)"
"2019/12/04 1:32:10 AM CET","Other","English","3 (somewhat severe)","3 (somewhat severe)","2","4","1 (not severe)","2","2","3 (somewhat severe)"
"2019/12/04 1:34:20 AM CET","English","Other","5 (severe)","5 (severe)","3 (somewhat severe)","3 (somewhat severe)","2","3 (somewhat severe)","3 (somewhat severe)","2"
"2019/12/04 1:35:17 AM CET","English","Other","2","4","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","2","3 (somewhat severe)"
"2019/12/04 1:36:37 AM CET","English","English","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)"
"2019/12/04 1:37:27 AM CET","English","Other","4","3 (somewhat severe)","1 (not severe)","4","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)"
"2019/12/04 1:37:35 AM CET","English","English","2","1 (not severe)","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","2","3 (somewhat severe)","2"
"2019/12/04 1:40:16 AM CET","English","Other","3 (somewhat severe)","4","2","1 (not severe)","1 (not severe)","4","1 (not severe)","4"
"2019/12/04 1:40:23 AM CET","English","","3 (somewhat severe)","3 (somewhat severe)","2","4","2","3 (somewhat severe)","3 (somewhat severe)","2"
"2019/12/04 1:41:54 AM CET","English","Other","3 (somewhat severe)","5 (severe)","4","2","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)"
"2019/12/04 1:42:48 AM CET","English","Other","3 (somewhat severe)","4","1 (not severe)","2","1 (not severe)","2","3 (somewhat severe)","2"
"2019/12/04 1:43:37 AM CET","English","English","5 (severe)","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","1 (not severe)","2","1 (not severe)"
"2019/12/04 1:47:15 AM CET","English","Other","4","4","2","2","1 (not severe)","3 (somewhat severe)","1 (not severe)","2"
"2019/12/04 1:47:31 AM CET","English","Other","4","5 (severe)","2","1 (not severe)","2","3 (somewhat severe)","2","3 (somewhat severe)"
"2019/12/04 1:47:41 AM CET","English","Other","5 (severe)","3 (somewhat severe)","3 (somewhat severe)","2","1 (not severe)","2","1 (not severe)","1 (not severe)"
"2019/12/04 1:48:17 AM CET","English","Other","2","4","1 (not severe)","2","1 (not severe)","2","2","2"
"2019/12/04 1:48:29 AM CET","English","Other","4","5 (severe)","4","2","1 (not severe)","3 (somewhat severe)","4","1 (not severe)"
"2019/12/04 1:49:56 AM CET","English","Other","4","5 (severe)","5 (severe)","2","1 (not severe)","3 (somewhat severe)","2","3 (somewhat severe)"
"2019/12/04 1:50:14 AM CET","English","Other","5 (severe)","4","2","2","1 (not severe)","2","3 (somewhat severe)","2"
"2019/12/04 1:51:24 AM CET","English","","3 (somewhat severe)","3 (somewhat severe)","2","2","1 (not severe)","3 (somewhat severe)","2","2"
"2019/12/04 1:54:09 AM CET","Other","English","1 (not severe)","1 (not severe)","5 (severe)","3 (somewhat severe)","2","2","1 (not severe)","2"
"2019/12/04 1:55:49 AM CET","English","Other","3 (somewhat severe)","4","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","1 (not severe)","2","4"
"2019/12/04 1:58:01 AM CET","English","English","2","1 (not severe)","2","2","1 (not severe)","2","3 (somewhat severe)","1 (not severe)"
"2019/12/04 1:58:25 AM CET","English","","2","4","2","2","4","3 (somewhat severe)","4","3 (somewhat severe)"
"2019/12/04 2:00:43 AM CET","English","Other","2","3 (somewhat severe)","2","3 (somewhat severe)","1 (not severe)","2","1 (not severe)","2"
"2019/12/04 2:01:15 AM CET","English","Other","3 (somewhat severe)","4","1 (not severe)","3 (somewhat severe)","2","3 (somewhat severe)","2","3 (somewhat severe)"
"2019/12/04 2:01:16 AM CET","English","English","2","4","1 (not severe)","3 (somewhat severe)","2","4","3 (somewhat severe)","4"
"2019/12/04 2:01:37 AM CET","English","","5 (severe)","5 (severe)","5 (severe)","4","2","4","5 (severe)","5 (severe)"
"2019/12/04 2:01:46 AM CET","English","","4","4","2","3 (somewhat severe)","4","5 (severe)","3 (somewhat severe)","2"
"2019/12/04 2:04:06 AM CET","English","Other","4","4","2","2","1 (not severe)","2","2","2"
"2019/12/04 2:07:13 AM CET","English","Other","3 (somewhat severe)","5 (severe)","1 (not severe)","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)"
"2019/12/04 2:09:22 AM CET","English","Other","5 (severe)","5 (severe)","4","4","2","2","2","2"
"2019/12/04 2:09:31 AM CET","English","","4","2","2","3 (somewhat severe)","1 (not severe)","2","3 (somewhat severe)","1 (not severe)"
"2019/12/04 2:11:49 AM CET","English","","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","2","3 (somewhat severe)","4","2","2"
"2019/12/04 2:11:52 AM CET","English","English","4","4","2","1 (not severe)","2","2","2","2"
"2019/12/04 2:12:45 AM CET","English","Other","5 (severe)","2","2","3 (somewhat severe)","1 (not severe)","2","3 (somewhat severe)","2"
"2019/12/04 2:13:40 AM CET","English","Other","3 (somewhat severe)","3 (somewhat severe)","2","4","1 (not severe)","2","2","2"
"2019/12/04 2:13:41 AM CET","English","","2","5 (severe)","5 (severe)","1 (not severe)","4","2","4","3 (somewhat severe)"
"2019/12/04 2:13:43 AM CET","English","Other","4","3 (somewhat severe)","2","3 (somewhat severe)","1 (not severe)","2","2","1 (not severe)"
"2019/12/04 2:14:12 AM CET","English","English","2","1 (not severe)","1 (not severe)","2","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)"
"2019/12/04 2:14:17 AM CET","English","Other","5 (severe)","3 (somewhat severe)","3 (somewhat severe)","2","1 (not severe)","3 (somewhat severe)","2","2"
"2019/12/04 2:14:59 AM CET","English","Other","3 (somewhat severe)","5 (severe)","1 (not severe)","2","4","5 (severe)","2","4"
"2019/12/04 2:15:11 AM CET","Other","English","1 (not severe)","3 (somewhat severe)","4","1 (not severe)","2","3 (somewhat severe)","2","2"
"2019/12/04 2:15:37 AM CET","English","","4","4","2","3 (somewhat severe)","1 (not severe)","2","2","1 (not severe)"
"2019/12/04 2:16:15 AM CET","English","Other","3 (somewhat severe)","2","2","1 (not severe)","1 (not severe)","1 (not severe)","2","1 (not severe)"
"2019/12/04 2:17:06 AM CET","English","","2","5 (severe)","1 (not severe)","1 (not severe)","2","4","3 (somewhat severe)","2"
"2019/12/04 2:17:11 AM CET","English","","2","3 (somewhat severe)","1 (not severe)","2","2","3 (somewhat severe)","3 (somewhat severe)","2"
"2019/12/04 2:18:22 AM CET","Other","English","3 (somewhat severe)","5 (severe)","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","1 (not severe)","2"
"2019/12/04 2:18:51 AM CET","English","Italian","5 (severe)","5 (severe)","4","1 (not severe)","5 (severe)","4","4","3 (somewhat severe)"
"2019/12/04 2:19:13 AM CET","English","","5 (severe)","3 (somewhat severe)","2","1 (not severe)","2","2","2","2"
"2019/12/04 2:19:23 AM CET","English","English","3 (somewhat severe)","3 (somewhat severe)","2","3 (somewhat severe)","2","3 (somewhat severe)","2","2"
"2019/12/04 2:19:27 AM CET","English","Other","3 (somewhat severe)","4","2","1 (not severe)","4","2","3 (somewhat severe)","1 (not severe)"
"2019/12/04 2:20:08 AM CET","English","Other","5 (severe)","5 (severe)","3 (somewhat severe)","1 (not severe)","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","2"
"2019/12/04 2:22:08 AM CET","English","Other","3 (somewhat severe)","4","2","2","1 (not severe)","2","2","1 (not severe)"
"2019/12/04 2:22:35 AM CET","English","Other","4","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","2","3 (somewhat severe)","3 (somewhat severe)","2"
"2019/12/04 2:23:40 AM CET","English","Other","4","5 (severe)","2","2","1 (not severe)","3 (somewhat severe)","1 (not severe)","1 (not severe)"
"2019/12/04 2:24:01 AM CET","English","","4","3 (somewhat severe)","2","2","1 (not severe)","2","3 (somewhat severe)","4"
"2019/12/04 2:24:13 AM CET","English","Other","3 (somewhat severe)","5 (severe)","1 (not severe)","2","2","4","2","3 (somewhat severe)"
"2019/12/04 2:27:55 AM CET","English","Other","3 (somewhat severe)","5 (severe)","2","2","1 (not severe)","2","1 (not severe)","3 (somewhat severe)"
"2019/12/04 2:29:47 AM CET","English","English","2","3 (somewhat severe)","3 (somewhat severe)","4","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)"
"2019/12/04 2:30:39 AM CET","English","Other","4","3 (somewhat severe)","3 (somewhat severe)","2","1 (not severe)","2","1 (not severe)","3 (somewhat severe)"
"2019/12/04 2:31:29 AM CET","English","Other","4","2","1 (not severe)","1 (not severe)","1 (not severe)","2","4","1 (not severe)"
"2019/12/04 2:33:05 AM CET","English","Other","3 (somewhat severe)","3 (somewhat severe)","4","1 (not severe)","1 (not severe)","2","2","3 (somewhat severe)"
"2019/12/04 2:34:08 AM CET","English","","2","2","2","2","2","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/04 2:34:09 AM CET","English","Other","2","3 (somewhat severe)","1 (not severe)","2","2","2","2","2"
"2019/12/04 2:34:37 AM CET","English","English","4","4","2","2","1 (not severe)","1 (not severe)","2","2"
"2019/12/04 2:35:04 AM CET","English","Other","3 (somewhat severe)","4","2","3 (somewhat severe)","1 (not severe)","5 (severe)","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/04 2:36:04 AM CET","Other","English","4","5 (severe)","3 (somewhat severe)","3 (somewhat severe)","2","5 (severe)","2","5 (severe)"
"2019/12/04 2:38:21 AM CET","English","English","3 (somewhat severe)","5 (severe)","2","4","1 (not severe)","3 (somewhat severe)","5 (severe)","3 (somewhat severe)"
"2019/12/04 2:38:34 AM CET","English","Other","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","2","1 (not severe)","4","3 (somewhat severe)","2"
"2019/12/04 2:39:04 AM CET","English","Other","3 (somewhat severe)","3 (somewhat severe)","2","3 (somewhat severe)","1 (not severe)","2","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/04 2:39:19 AM CET","English","Other","3 (somewhat severe)","4","2","4","1 (not severe)","5 (severe)","5 (severe)","2"
"2019/12/04 2:39:24 AM CET","English","English","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","2","4","4","3 (somewhat severe)","1 (not severe)"
"2019/12/04 2:41:12 AM CET","English","English","2","4","3 (somewhat severe)","4","2","2","3 (somewhat severe)","1 (not severe)"
"2019/12/04 2:42:19 AM CET","English","Other","3 (somewhat severe)","4","2","4","2","3 (somewhat severe)","1 (not severe)","1 (not severe)"
"2019/12/04 2:44:16 AM CET","English","Other","5 (severe)","5 (severe)","5 (severe)","3 (somewhat severe)","5 (severe)","4","3 (somewhat severe)","4"
"2019/12/04 2:45:08 AM CET","Other","English","2","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)","3 (somewhat severe)","1 (not severe)"
"2019/12/04 2:47:03 AM CET","English","","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","2","1 (not severe)","4","3 (somewhat severe)","2"
"2019/12/04 2:48:07 AM CET","English","Other","4","4","2","2","2","4","2","2"
"2019/12/04 2:48:12 AM CET","Other","Other","5 (severe)","5 (severe)","5 (severe)","5 (severe)","5 (severe)","5 (severe)","5 (severe)","5 (severe)"
"2019/12/04 2:48:37 AM CET","English","Other","5 (severe)","4","2","2","1 (not severe)","1 (not severe)","1 (not severe)","3 (somewhat severe)"
"2019/12/04 2:52:04 AM CET","English","Other","4","4","2","2","1 (not severe)","2","3 (somewhat severe)","4"
"2019/12/04 2:52:21 AM CET","English","English","2","3 (somewhat severe)","2","3 (somewhat severe)","1 (not severe)","2","2","1 (not severe)"
"2019/12/04 2:53:45 AM CET","Other","English","3 (somewhat severe)","4","2","2","1 (not severe)","1 (not severe)","2","4"
"2019/12/04 2:53:57 AM CET","English","Other","4","3 (somewhat severe)","2","3 (somewhat severe)","1 (not severe)","2","3 (somewhat severe)","2"
"2019/12/04 2:56:08 AM CET","English","Other","2","3 (somewhat severe)","1 (not severe)","4","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)"
"2019/12/04 2:56:45 AM CET","English","English","3 (somewhat severe)","4","2","2","2","3 (somewhat severe)","1 (not severe)","2"
"2019/12/04 2:57:24 AM CET","English","Other","4","4","3 (somewhat severe)","3 (somewhat severe)","2","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/04 2:58:41 AM CET","English","Other","3 (somewhat severe)","5 (severe)","2","1 (not severe)","1 (not severe)","2","1 (not severe)","2"
"2019/12/04 2:59:29 AM CET","English","","5 (severe)","3 (somewhat severe)","1 (not severe)","4","1 (not severe)","2","2","2"
"2019/12/04 3:04:50 AM CET","English","Other","3 (somewhat severe)","4","2","1 (not severe)","1 (not severe)","3 (somewhat severe)","2","4"
