sex,age,housemates,city,nationality,region,qualification,working status,weight,bed time,sleeping hours,sleep importance,smoke,smoke begin,smoke object,drugs kind,drugs frequency,drugs,teetotaler,beer,wine,liquors,drinks,sport importance,sport,sport frequency,sport effort,sport diet,work distance,work transportation,bike,bike frequency,walk frequency,steps app,eating habit,food supplements,supplement frequency,supplement reason,nutritional values,which values,food shopping,food quality,skip meals,which meals skip,water a-day,sugary drinks,food impact on health,food weigh,cooking,cooking frequency,eating habits change,change reason,age at change,vegetables,carbohidrates,legumes,cheese,meat,fish,eggs,fruits morning,dried nuts morning,snacks morning,fruits evening,dried nuts evening,snacks evening,fast food a month,frozen food a month,delivered food a month,sleeping hours code,bike code,walks code,sugary drinks code,diet health score,lifestyle score
Female,22.0,With a partner,City,Paesi Bassi,None,Bachelor degree,Full time,71.0,Between 23 and 1,6-7,98.0,No,None,None,None,None,No,No,0.0,0.0,0.0,1.0,68.0,Yes,5.0,38.0,No,Between 1 and 5 km,"public transportation,bike",Yes,Almost always,Rarely,Yes,No,No,None,None,Yes,Calories,Me,26.0,Yes,Breakfast,Between 1 and 2 liters,Rarely,86.0,Yes,Yes,Almost always,Yes,"Living alone,Body shape",16 and 20,7.0,14.0,7.0,10.0,7.0,2.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,5.0,1,0,3,3,-0.832254851074666,0.520018068774197
Male,26.0,Alone,City,Canada,None,Bachelor degree,Full time,80.0,Before 23,7-8,100.0,No,None,None,None,None,No,No,3.0,1.0,0.0,1.0,100.0,Yes,6.0,86.0,No,Between 1 and 5 km,"car,bike",Yes,Sometimes,Rarely,Yes,No,Yes,Often,Personal choices,Sometimes,None,Me,67.0,Yes,Breakfast,More than 2 liters,Almost never,77.0,No,Yes,Often,Yes,"Living alone,Body shape",23,12.0,10.0,12.0,3.0,14.0,5.0,10.0,6.0,3.0,1.0,6.0,3.0,1.0,10.0,0.0,10.0,2,5,3,1,1.7321141538653437,2.525064960095262
Female,32.0,With a partner,Town,Canada,None,Bachelor degree,Full time,59.0,Between 23 and 1,6-7,100.0,No,None,None,Heavy,Occasionally,Yes,No,0.0,14.0,0.0,0.0,50.0,No,0.0,50.0,None,More than 5 km,car,Yes,Rarely,Almost never,No,No,No,None,None,Yes,Calories,Me,50.0,Yes,"Breakfast,Lunch",Between 1 and 2 liters,Rarely,74.0,Yes,Yes,Almost always,Yes,Living alone,19,12.0,12.0,8.0,5.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1,4,1,3,0.6893892330576563,-1.6433219981774794
Female,26.0,Flatmates,City,Canada,None,Bachelor degree,Student,59.0,Between 23 and 1,7-8,100.0,Occasionally,None,None,Light,Occasionally,Yes,No,1.0,0.0,0.0,0.0,92.0,Yes,4.0,38.0,No,More than 5 km,car,No,I've go no bike,Sometimes,No,No,No,None,None,Yes,"Calories,Chemicals",Parents,77.0,Yes,Breakfast,More than 2 liters,Sometimes,87.0,Yes,Yes,Almost always,Yes,"Medical needs,Vegetarianism,Body shape,Sport",15,14.0,14.0,5.0,0.0,4.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,2,2,4,4,0.9092520428597409,-0.034008045932939594
Male,41.0,With a partner,Metropolis,Australia,None,High school diploma,Full time,140.0,Before 23,7-8,100.0,No,None,None,Heavy,Occasionally,Yes,No,9.0,0.0,0.0,0.0,93.0,Yes,4.0,34.0,No,More than 5 km,"public transportation,walking",No,I've go no bike,Often,Yes,Semi-vegetarian,No,None,None,Sometimes,None,Me,50.0,No,None,Less than 1 liter,Almost never,83.0,No,Yes,Often,Yes,"Medical needs,Body shape",37,7.0,4.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,4.0,2,2,2,1,-0.3769662468742372,1.2059551631735088
Female,17.0,Parents,City,Guyana,None,High school diploma,Student,59.0,Between 23 and 1,4-6,74.0,No,None,None,None,None,No,No,0.0,0.0,0.0,0.0,73.0,Yes,2.0,64.0,No,Less than 1 km,public transportation,No,I've go no bike,Sometimes,No,No,No,None,None,Sometimes,None,Me,62.0,No,None,Less than 1 liter,Almost never,65.0,No,No,I can't cook,No,None,None,9.0,9.0,7.0,2.0,10.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,2.0,0,2,4,1,-0.2748179307209382,-0.5352697687632062
Female,31.0,Flatmates,Metropolis,Stati Uniti d'America,None,PhD,Full time,53.0,Before 23,8-9,100.0,No,None,None,None,None,No,No,3.0,2.0,0.0,0.0,100.0,Yes,5.0,27.0,No,Between 1 and 5 km,"public transportation,bike,walking",Yes,Sometimes,Almost always,No,No,No,None,None,Yes,"Calories,Chemicals",Me,65.0,Yes,Breakfast,Between 1 and 2 liters,Almost never,100.0,No,Yes,Almost always,No,None,None,14.0,7.0,4.0,5.0,2.0,5.0,4.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,3,5,0,1,1.5260248532408003,1.7863634738190801
Female,24.0,With a partner,City,Stati Uniti d'America,None,Master's degree,Full time,45.0,Between 23 and 1,6-7,91.0,No,None,None,Light,Occasionally,Yes,No,3.0,1.0,0.0,0.0,50.0,Yes,1.0,63.0,No,Between 1 and 5 km,car,Yes,Almost never,Sometimes,Yes,No,Yes,Occasionally,Medical needs,Yes,"Calories,Chemicals",Me,58.0,No,None,Between 1 and 2 liters,Almost never,100.0,No,Yes,Almost always,Yes,"Living alone,End of High School",20,7.0,12.0,5.0,12.0,5.0,0.0,0.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,3.0,3.0,1,1,4,1,0.16829929680791544,-0.3769765931325957
Female,33.0,Flatmates,City,Canada,None,Bachelor degree,Full time,70.0,Before 23,7-8,96.0,No,None,None,None,None,No,No,5.0,5.0,0.0,0.0,100.0,Yes,5.0,73.0,No,Between 1 and 5 km,public transportation,Yes,Sometimes,Sometimes,No,No,Yes,Often,Personal choices,Yes,Calories,Me,18.0,Yes,Breakfast,More than 2 liters,Almost never,100.0,Yes,Yes,Almost always,Yes,Body shape,30,10.0,8.0,5.0,2.0,9.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,1.0,2,5,4,1,0.29889110480349224,1.5225415144347296
Female,30.0,With a partner,Metropolis,Australia,None,High school diploma,Unemployed,108.0,Before 23,7-8,100.0,No,None,None,None,None,No,Yes,0.0,0.0,0.0,0.0,100.0,No,0.0,50.0,None,More than 5 km,public transportation,Yes,Almost never,Sometimes,Yes,No,Yes,Often,Personal choices,Yes,"Calories,Chemicals",Me,0.0,Yes,Breakfast,More than 2 liters,Almost never,100.0,No,Yes,Almost always,Yes,End of High School,22,7.0,10.0,3.0,3.0,10.0,1.0,2.0,5.0,0.0,0.0,3.0,0.0,3.0,4.0,2.0,2.0,2,1,4,1,0.0037533013512115335,0.2034317175129759
Female,24.0,Parents,Town,Spagna,None,High school diploma,Full time,60.0,Before 23,6-7,100.0,No,None,None,None,None,No,No,0.0,1.0,0.0,0.0,100.0,No,0.0,50.0,None,More than 5 km,car,No,I've go no bike,Rarely,No,Vegan,Yes,Often,Personal choices,Yes,"Calories,Chemicals,Allergens ",Me,50.0,Yes,Breakfast,Between 1 and 2 liters,Almost never,100.0,Yes,Yes,Almost always,Yes,Vegetarianism,22,14.0,10.0,10.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,7.0,3.0,4.0,2.0,0.0,1,2,3,1,2.010831494718599,0.15066732563610577
Male,19.0,Parents,Metropolis,Australia,None,High school diploma,Student,68.0,Before 23,8-9,100.0,No,None,None,None,None,No,No,1.0,0.0,0.0,0.0,100.0,Yes,6.0,70.0,No,More than 5 km,public transportation,Yes,Often,Sometimes,Yes,No,No,None,None,Yes,Calories,Me,17.0,No,None,More than 2 liters,Almost never,100.0,Yes,Yes,Almost always,Yes,Body shape,18,10.0,4.0,7.0,0.0,5.0,3.0,9.0,2.0,1.0,0.0,2.0,1.0,0.0,4.0,0.0,1.0,3,3,4,1,0.7655253072044487,1.8127456697575157
Female,26.0,With a partner,City,Regno Unito,None,Master's degree,Full time,63.0,Before 23,6-7,85.0,No,None,None,None,None,No,No,3.0,0.0,1.0,2.0,92.0,Yes,4.0,58.0,No,Between 1 and 5 km,walking,No,I've go no bike,Almost always,Yes,Vegetarian,No,None,None,Yes,Calories,Me,74.0,No,None,More than 2 liters,Rarely,65.0,No,Yes,Almost always,Yes,"Vegetarianism,Body shape",22,14.0,10.0,10.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,2.0,1,2,0,3,1.2182424115146675,0.625546852527937
Female,21.0,Parents,City,Portogallo,None,Bachelor degree,Student,110.0,Between 23 and 1,4-6,100.0,No,None,None,None,None,No,No,2.0,1.0,0.0,0.0,100.0,No,0.0,50.0,None,More than 5 km,"public transportation,walking",Yes,Almost never,Sometimes,Yes,Other,No,None,None,Sometimes,None,Parents,70.0,No,None,Between 1 and 2 liters,Sometimes,100.0,No,Yes,Sometimes,Yes,End of High School,18,5.0,9.0,2.0,4.0,4.0,2.0,6.0,0.0,1.0,1.0,2.0,2.0,1.0,10.0,0.0,5.0,0,1,4,4,-0.21979004060343102,-1.2475890591009533
Female,26.0,With a partner,Town,Canada,None,Bachelor degree,Full time,55.0,Before 23,7-8,100.0,No,None,None,None,None,No,No,1.0,2.0,0.0,0.0,100.0,Yes,5.0,81.0,No,More than 5 km,car,No,I've go no bike,Often,No,No,Yes,Occasionally,Personal choices,Sometimes,None,Me,50.0,No,None,Less than 1 liter,Almost never,92.0,Yes,Yes,Almost always,No,None,None,12.0,9.0,1.0,1.0,12.0,1.0,7.0,5.0,1.0,2.0,5.0,1.0,1.0,5.0,1.0,1.0,2,2,2,1,0.35501802298857643,0.9685153997275929
Female,24.0,With a partner,City,Romania,None,Bachelor degree,Student,51.0,Between 23 and 1,7-8,100.0,No,None,None,None,None,No,No,0.0,0.0,0.0,0.0,100.0,Yes,3.0,21.0,No,Less than 1 km,"bike,walking",Yes,Almost always,Often,No,No,No,None,None,Yes,"Calories,Chemicals",Me,68.0,Yes,Breakfast,Between 1 and 2 liters,Rarely,100.0,Yes,Yes,Almost always,Yes,"Body shape,Sport",23,14.0,4.0,14.0,4.0,6.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,7.0,3.0,2,0,2,3,1.267344819571582,0.01875634594393037
Female,34.0,Parents,City,Australia,None,Bachelor degree,Full time,104.0,Between 23 and 1,6-7,100.0,No,None,None,None,None,No,No,1.0,1.0,0.0,0.0,100.0,Yes,6.0,99.0,No,More than 5 km,"car,public transportation,bike",Yes,Often,Almost always,Yes,Semi-vegetarian,Yes,Often,Personal choices,Yes,"Calories,Chemicals",Me,100.0,Yes,Breakfast,More than 2 liters,Rarely,100.0,Yes,Yes,Often,Yes,"Vegetarianism,Body shape,Sport",32,14.0,7.0,7.0,7.0,0.0,7.0,14.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,1,3,0,3,0.8375161977782789,0.6519290484663722
Female,24.0,With a partner,Town,Stati Uniti d'America,None,Bachelor degree,Part time ,65.0,Before 23,8-9,89.0,Yes,Before 18,Sigaretta,None,None,No,No,14.0,0.0,0.0,0.0,71.0,Yes,2.0,24.0,No,Between 1 and 5 km,car,No,I've go no bike,Rarely,Yes,Semi-vegetarian,No,None,None,Yes,"Calories,Chemicals",Me,39.0,Yes,"Breakfast,Lunch",Between 1 and 2 liters,Almost never,89.0,No,Yes,Almost always,Yes,"Vegetarianism,Body shape",22,14.0,8.0,4.0,14.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,3,2,3,1,0.43218760320717564,0.01875634594393037
Male,26.0,Parents,Metropolis,Peru,None,Bachelor degree,Part time ,81.0,Between 23 and 1,4-6,81.0,Occasionally,None,None,None,None,No,No,1.0,3.0,1.0,2.0,85.0,Yes,4.0,41.0,No,Between 1 and 5 km,public transportation,No,I've go no bike,Often,Yes,Other,Yes,Occasionally,Personal choices,Yes,Chemicals,Parents,66.0,Yes,Lunch,More than 2 liters,Sometimes,82.0,No,Yes,Often,Yes,Medical needs,19,10.0,9.0,10.0,5.0,14.0,5.0,12.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,0,2,2,4,0.49370948771920786,-1.458646626608434
Female,30.0,With a partner,City,Regno Unito,None,Bachelor degree,Full time,85.0,Before 23,7-8,78.0,Yes,Before 18,Sigaretta elettronica,None,None,No,No,6.0,3.0,3.0,0.0,100.0,Yes,5.0,75.0,No,Between 1 and 5 km,walking,No,I've go no bike,Almost never,Yes,Semi-vegetarian,Yes,Often,Personal choices,Yes,Chemicals,Me,35.0,No,None,More than 2 liters,Rarely,76.0,No,Yes,Almost always,Yes,Vegetarianism,30,14.0,14.0,14.0,0.0,2.0,1.0,0.0,3.0,1.0,5.0,3.0,1.0,5.0,0.0,0.0,4.0,2,2,1,3,1.2662237600479556,0.6783112444048072
Female,19.0,Alone,City,Egitto,None,Bachelor degree,Student,50.0,Between 23 and 1,6-7,100.0,No,None,None,None,None,No,No,0.0,0.0,0.0,1.0,100.0,No,0.0,50.0,None,Between 1 and 5 km,"public transportation,walking",No,I've go no bike,Almost always,Yes,No,No,None,None,Sometimes,None,Me,41.0,Yes,"Lunch,Dinner",Less than 1 liter,Almost never,83.0,No,Yes,Almost always,Yes,"Living alone,Body shape",15,4.0,14.0,4.0,14.0,4.0,4.0,8.0,5.0,0.0,7.0,5.0,0.0,5.0,0.0,0.0,3.0,1,2,0,1,-0.39383053302553134,-0.4033587890710308
Female,42.0,With a partner,City,Stati Uniti d'America,None,Bachelor degree,Unemployed,133.0,Between 23 and 1,4-6,89.0,No,None,None,None,None,No,Yes,0.0,0.0,0.0,0.0,70.0,No,0.0,50.0,None,Less than 1 km,car,No,I've go no bike,Almost never,No,Vegetarian,Yes,Often,Medical needs,Sometimes,None,Me,51.0,Yes,"Breakfast,Lunch",More than 2 liters,Sometimes,83.0,No,Yes,Often,Yes,"Medical needs,Living alone,End of High School",17,5.0,11.0,6.0,10.0,5.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,14.0,4.0,3.0,0,2,1,4,-0.4448701204380282,-2.1973481128846157
Female,30.0,Alone,City,Canada,None,Bachelor degree,Full time,59.0,Before 23,7-8,94.0,No,None,None,None,None,No,No,2.0,1.0,1.0,0.0,100.0,Yes,4.0,28.0,No,Between 1 and 5 km,"bike,walking",Yes,Almost always,Often,No,No,Yes,Often,Personal choices,Yes,"Calories,Chemicals",Me,75.0,Yes,Dinner,Between 1 and 2 liters,Almost never,76.0,No,Yes,Often,Yes,Living alone,24,7.0,10.0,7.0,2.0,4.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,2,0,2,1,0.24614843809564418,1.1004263794197686
Female,24.0,With a partner,City,Canada,None,Bachelor degree,Unemployed,60.0,Before 23,7-8,100.0,Yes,After 18,Sigaretta,None,None,No,Yes,0.0,0.0,0.0,0.0,85.0,Yes,6.0,69.0,No,Less than 1 km,walking,No,I've go no bike,Sometimes,Yes,No,Yes,Often,Personal choices,Sometimes,None,Me,20.0,Yes,Breakfast,More than 2 liters,Almost never,100.0,No,Yes,Almost always,Yes,Body shape,20,4.0,7.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,2,2,4,1,-1.737132479324982,2.419536176341522
Female,35.0,With a partner,City,Stati Uniti d'America,None,Bachelor degree,Full time,150.0,Before 23,6-7,100.0,No,None,None,None,None,No,No,0.0,0.0,0.0,0.0,99.0,Yes,1.0,0.0,No,More than 5 km,car,No,I've go no bike,Almost never,Yes,No,No,None,None,Yes,Calories,Me,82.0,No,None,Less than 1 liter,Almost always,99.0,No,Yes,Often,No,None,None,14.0,14.0,1.0,10.0,14.0,0.0,7.0,2.0,0.0,7.0,2.0,0.0,7.0,5.0,20.0,5.0,1,2,1,0,-1.1235918896094823,0.3881070890820214
Female,27.0,With a partner,Metropolis,Vietnam,None,Bachelor degree,Full time,46.0,Between 23 and 1,7-8,74.0,No,None,None,None,None,No,No,2.0,0.0,0.0,0.0,79.0,No,0.0,50.0,None,Less than 1 km,walking,Yes,Almost never,Rarely,No,No,Yes,Often,Medical needs,Yes,Calories,Me,42.0,Yes,"Breakfast,Dinner",Between 1 and 2 liters,Almost never,100.0,No,Yes,Often,Yes,"Vegetarianism,Body shape",25,5.0,8.0,1.0,3.0,4.0,0.0,3.0,2.0,0.0,0.0,5.0,2.0,2.0,4.0,2.0,1.0,2,1,3,1,-0.24243910403905777,-0.08677243780980988
Male,34.0,Parents,Town,Bulgaria,None,Master's degree,Full time,78.0,Between 23 and 1,7-8,100.0,No,None,None,None,None,No,No,1.0,1.0,1.0,0.0,100.0,Yes,4.0,73.0,Yes,Between 1 and 5 km,bike,Yes,Almost always,Almost never,Yes,Other,Yes,Often,Sport,Sometimes,None,Parents,69.0,No,None,Between 1 and 2 liters,Almost never,56.0,No,Yes,Almost never,Yes,"Medical needs,Body shape,Sport",28,14.0,6.0,4.0,13.0,13.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0,1,1,-0.54930000972782,0.2298139134514109
Male,29.0,Alone,Metropolis,Austria,None,Bachelor degree,Student,62.0,Between 23 and 1,7-8,100.0,Yes,Before 18,Sigaretta,Light,Often,Yes,No,2.0,0.0,2.0,1.0,100.0,No,0.0,50.0,None,Between 1 and 5 km,public transportation,No,I've go no bike,Often,No,No,No,None,None,No,None,Parents,8.0,No,None,Between 1 and 2 liters,Often,91.0,No,No,I can't cook,No,None,None,4.0,6.0,4.0,4.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,7.0,2,2,2,2,-0.40412280141818907,-1.168442471285648
Female,23.0,With a partner,City,Stati Uniti d'America,None,High school diploma,"Student,Unemployed",69.0,Between 23 and 1,8-9,90.0,No,None,None,Light,Occasionally,Yes,No,0.0,0.0,0.0,0.0,69.0,Yes,2.0,40.0,No,Between 1 and 5 km,car,No,I've go no bike,Sometimes,No,No,No,None,None,Sometimes,None,Me,73.0,Yes,Breakfast,Between 1 and 2 liters,Almost never,79.0,No,Yes,Often,No,None,None,3.0,5.0,2.0,4.0,4.0,1.0,2.0,0.0,0.0,4.0,1.0,2.0,2.0,17.0,3.0,10.0,3,2,4,1,-1.138554292773721,0.2034317175129759
Female,19.0,Parents,Town,Stati Uniti d'America,None,High school diploma,Student,74.0,After 1,4-6,100.0,No,None,None,None,None,No,Yes,0.0,0.0,0.0,0.0,100.0,Yes,4.0,74.0,No,More than 5 km,car,No,I've go no bike,Sometimes,No,No,Yes,Often,Personal choices,Yes,"Calories,Chemicals",Parents,28.0,No,None,Between 1 and 2 liters,Rarely,86.0,No,No,I can't cook,No,None,None,7.0,7.0,0.0,3.0,7.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0,1.0,0,2,4,3,-0.8660692294671953,-1.2739712550393882
Female,27.0,With a partner,City,Stati Uniti d'America,None,Bachelor degree,Part time ,63.0,Before 23,6-7,100.0,No,None,None,None,None,No,No,0.0,0.0,0.0,0.0,100.0,Yes,4.0,65.0,No,Between 1 and 5 km,car,No,I've go no bike,Sometimes,Yes,No,Yes,Often,Personal choices,Yes,"Calories,Chemicals",Me,91.0,Yes,Dinner,Less than 1 liter,Almost never,100.0,Yes,Yes,Sometimes,Yes,Body shape,25,5.0,14.0,0.0,7.0,2.0,2.0,7.0,4.0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,10.0,1,2,4,1,-0.36552777867487546,1.311483946927249
Male,29.0,Flatmates,Metropolis,Regno Unito,None,High school diploma,Full time,85.0,Before 23,4-6,100.0,No,None,None,Light,Occasionally,Yes,No,14.0,0.0,5.0,5.0,100.0,Yes,5.0,52.0,No,More than 5 km,car,No,I've go no bike,Almost never,Yes,No,No,None,None,Sometimes,None,Me,1.0,Yes,Breakfast,Between 1 and 2 liters,Often,100.0,No,Yes,Sometimes,Yes,"Living alone,Body shape",25,7.0,7.0,7.0,4.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,5.0,10.0,0,2,1,2,0.019189857119656685,-1.247589059100953
Female,30.0,With a partner,City,Stati Uniti d'America,None,Bachelor degree,Unemployed,63.0,Before 23,6-7,67.0,No,None,None,None,None,No,Yes,0.0,0.0,0.0,0.0,100.0,Yes,5.0,90.0,No,Less than 1 km,walking,No,I've go no bike,Often,Yes,No,Yes,Often,Personal choices,Yes,"Calories,Chemicals,Allergens ",Me,34.0,Yes,Breakfast,Between 1 and 2 liters,Rarely,100.0,No,Yes,Almost always,Yes,"Living alone,End of High School,Vegetarianism,Body shape",22,14.0,14.0,6.0,14.0,7.0,0.0,14.0,7.0,1.0,4.0,3.0,1.0,3.0,4.0,2.0,1.0,1,2,2,3,-0.25372947165971094,1.4961593184962945
Female,24.0,Flatmates,Metropolis,Regno Unito,None,Bachelor degree,"Student,Part time ",70.0,Between 23 and 1,7-8,63.0,No,None,None,None,None,No,No,1.0,1.0,0.0,0.0,98.0,Yes,5.0,76.0,No,More than 5 km,"public transportation,bike",Yes,Almost always,Almost always,Yes,No,Yes,Often,Personal choices,Yes,Calories,Me,61.0,Yes,Breakfast,Between 1 and 2 liters,Almost never,73.0,Yes,Yes,Almost always,Yes,Body shape,17,14.0,11.0,2.0,5.0,7.0,1.0,5.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,2.0,4.0,2,0,0,1,0.5228559212407439,0.28257830532828115
Male,23.0,Alone,Metropolis,Germania,None,High school diploma,Student,58.0,Before 23,8-9,100.0,No,None,None,None,None,No,No,1.0,1.0,0.0,0.0,99.0,Yes,5.0,66.0,No,Less than 1 km,walking,Yes,Rarely,Almost always,No,Vegan,Yes,Occasionally,Medical needs,Yes,"Calories,Chemicals",Me,87.0,Yes,"Breakfast,Dinner",More than 2 liters,Almost never,100.0,No,Yes,Almost always,Yes,"Living alone,Vegetarianism",22,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,3.0,0.0,3,4,0,1,-0.3402923128863695,1.7599812778806456
Male,29.0,Flatmates,Metropolis,Canada,None,Bachelor degree,Full time,78.0,Between 23 and 1,6-7,79.0,Occasionally,None,None,None,None,No,No,10.0,1.0,1.0,1.0,81.0,Yes,3.0,23.0,No,More than 5 km,car,No,I've go no bike,Rarely,Yes,No,No,None,None,Yes,Calories,Me,50.0,Yes,Breakfast,More than 2 liters,Almost never,64.0,No,Yes,Sometimes,Yes,Body shape,24,10.0,11.0,10.0,4.0,5.0,2.0,3.0,5.0,5.0,2.0,2.0,5.0,3.0,6.0,0.0,6.0,1,2,3,1,1.1403171481157162,-0.4825053768863361
Male,33.0,With a partner,Metropolis,Canada,None,Master's degree,Full time,80.0,Between 23 and 1,6-7,100.0,No,None,None,None,None,No,Yes,0.0,0.0,0.0,0.0,100.0,Yes,6.0,76.0,No,Between 1 and 5 km,walking,Yes,Almost always,Often,No,No,No,None,None,Yes,"Calories,Chemicals",Me,34.0,No,None,More than 2 liters,Almost never,77.0,No,Yes,Almost always,Yes,Body shape,20,14.0,14.0,5.0,5.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,0,2,1,0.8386252928712717,0.942133203789158
Female,28.0,Alone,Metropolis,Canada,None,Bachelor degree,"Student,Part time ",56.0,Before 23,7-8,100.0,No,None,None,None,None,No,No,0.0,12.0,3.0,2.0,89.0,No,0.0,50.0,None,Less than 1 km,walking,No,I've go no bike,Almost never,Yes,Semi-vegetarian,Yes,Occasionally,Personal choices,Sometimes,None,Me,74.0,Yes,"Breakfast,Dinner",Less than 1 liter,Almost never,100.0,No,Yes,Often,Yes,"Living alone,Vegetarianism",24,14.0,11.0,4.0,1.0,1.0,3.0,4.0,1.0,2.0,0.0,2.0,2.0,3.0,6.0,0.0,10.0,2,2,1,1,1.3410766842178097,-0.32421220125572553
Female,27.0,Parents,City,Iraq,None,Bachelor degree,Full time,59.0,Before 23,7-8,83.0,No,None,None,None,None,No,Yes,0.0,0.0,0.0,0.0,79.0,No,0.0,50.0,None,More than 5 km,car,Yes,Almost never,Rarely,No,No,No,None,None,Sometimes,None,Parents,50.0,Yes,"Breakfast,Lunch",More than 2 liters,Almost never,100.0,No,Yes,Sometimes,Yes,End of High School,17,7.0,13.0,5.0,5.0,10.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,4.0,3.0,0.0,3.0,2,1,3,1,-0.6455899173449197,0.01875634594393037
Female,20.0,Alone,City,Francia,None,Bachelor degree,Student,49.0,Between 23 and 1,7-8,100.0,No,None,None,None,None,No,Yes,0.0,0.0,0.0,0.0,100.0,Yes,1.0,27.0,No,More than 5 km,public transportation,No,I've go no bike,Rarely,No,Vegetarian,No,None,None,No,None,Me,29.0,No,None,Less than 1 liter,Rarely,81.0,No,No,I can't cook,Yes,"Living alone,End of High School,Vegetarianism,Body shape",19,12.0,14.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,2,2,3,3,0.46302836661381414,-0.5352697687632062
Female,22.0,Parents,Metropolis,Giordania,None,Bachelor degree,Student,66.0,Between 23 and 1,4-6,100.0,No,None,None,None,None,No,Yes,0.0,0.0,0.0,0.0,60.0,Yes,3.0,57.0,No,More than 5 km,public transportation,No,I've go no bike,Rarely,Yes,No,Yes,Often,Medical needs,Yes,Calories,Me,87.0,Yes,"Breakfast,Dinner",Between 1 and 2 liters,Almost never,100.0,Yes,Yes,Often,Yes,End of High School,17,4.0,14.0,5.0,1.0,3.0,0.0,4.0,2.0,6.0,5.0,2.0,4.0,4.0,5.0,1.0,2.0,0,2,3,1,-0.5177891316514993,-0.5352697687632062
Female,22.0,With a partner,Town,Stati Uniti d'America,None,Bachelor degree,Full time,82.0,Before 23,7-8,100.0,No,None,None,None,None,No,No,0.0,1.0,0.0,1.0,65.0,Yes,5.0,32.0,No,Less than 1 km,walking,Yes,Rarely,Almost always,Yes,Semi-vegetarian,Yes,Often,Personal choices,Sometimes,None,Me,14.0,Yes,Lunch,Between 1 and 2 liters,Often,76.0,No,Yes,Sometimes,Yes,Living alone,20,7.0,14.0,3.0,14.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,25.0,2.0,2,4,0,2,-1.1239649803517546,1.5753059063116002
Female,20.0,Flatmates,City,Stati Uniti d'America,None,High school diploma,"Student,Unemployed",66.0,Between 23 and 1,4-6,97.0,No,None,None,Light,Occasionally,Yes,No,0.0,0.0,2.0,0.0,82.0,Yes,1.0,9.0,No,More than 5 km,public transportation,Yes,Almost never,Often,Yes,Semi-vegetarian,No,None,None,Yes,Calories,Me,18.0,No,None,Less than 1 liter,Almost never,87.0,No,Yes,Almost always,Yes,"Medical needs,Vegetarianism",18,5.0,10.0,0.0,2.0,6.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,4.0,1.0,2.0,0.0,0,1,2,1,-1.51067845555243,-1.3795000387931287
