sesso,eta_1,coinqui,citta,etnia_1,regione,tit_studio,lavoro,altezza_1,peso_1,ora_letto,ore_di_sonno,imp_sonno_1,fumo,fumo_inizio,fumo_oggetto,droghe,droghe_tipo,droghe_freq,alcol_sino,alcol_quant_1,alcol_quant_2,alcol_quant_3,alcol_quant_4,sport_imp_1,sport,sport_freq_1,sport_impegno_1,sport_dieta,scuola_dist,scuola_mezzo,bici,bici_freq,passeggiata_freq,app_passi,veg,integratori,integratori_freq,integratori_why,valori_nut,valori_nut_quali,spes,qualita_economicita_1,salto_pasti,salto_pasti_quali,acqua_quanta,bibite_freq,alimentaz_imp_1,peso_cibo,so_cucinare,cucino_io,abitudini_cambio,abitudini_why_cambio,abitudini_anni_cambi,giorno_cibi_1,giorno_cibi_2,giorno_cibi_3,giorno_cibi_4,giorno_cibi_5,giorno_cibi_6,giorno_cibi_7,pausa_mattina_cibi_1,pausa_mattina_cibi_2,pausa_mattina_cibi_3,pausa_mattina_cibi_4,pausa_pome_cibi_1,pausa_pome_cibi_2,pausa_pome_cibi_3,pausa_pome_cibi_4,fast_food_freq_1,surgelati_freq_1,asporto_freq_1,ore_sonno_code,bici_code,pass_code,bibite_code,health,lifestyle
Femmina,26.0,Coinquilini,Metropoli  ,Canada,999,Laurea triennale,Lavoratore a tempo pieno,105.0,65.0,Prima delle 23,6-7 ore,100.0,No,999,999,No,999,999,No,1.0,0.0,4.0,0.0,71.0,Sì,3.0,32.0,No,Tra 1 e 5 km,piedi,No,Quasi mai,Quasi sempre,Sì,Vegetariano,No,999,999,Sì,"Calorie, grassi, zuccheri",Io,50.0,No,999,Tra 1 e 2 litri,Quasi mai,86.0,No,Sì,Spesso,Sì,"Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...)",25,9.0,10.0,4.0,0.0,0.0,0.0,11.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,6.0,1,1,2,2,-1.825844159157,5.285714285714286
Femmina,26.0,Con un partner,Paese ,Isole Minori degli Stati Uniti d'America,999,Laurea triennale,Lavoratore a tempo pieno,202.0,75.0,Prima delle 23,7-8 ore,94.0,No,999,999,No,999,999,Sì,0.0,0.0,0.0,0.0,63.0,Sì,3.0,19.0,No,Più di 5 km,bici,Sì,Quasi sempre,Spesso,Sì,No,No,999,999,A volte,999,Io,33.0,Sì,Colazione,Meno di 1 litro,A volte,100.0,No,Sì,Spesso,Sì,"Quando sono andato a vivere da solo,Per la mia forma fisica",24,14.0,5.0,5.0,3.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,2,2,4,0,-0.3801899677472311,8.5
Femmina,29.0,Da solo,Citta,Stati Uniti d'America,999,Laurea triennale,"Studente,Lavoratore part time",210.0,63.0,Tra le 23 e l'1,6-7 ore,80.0,No,999,999,No,999,999,No,1.0,2.0,1.0,1.0,100.0,Sì,3.0,36.0,No,Meno di 1 km,"auto,piedi",No,Quasi mai,Spesso,Sì,No,No,999,999,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,31.0,Sì,Colazione,Tra 1 e 2 litri,Raramente,85.0,No,Sì,Quasi sempre,Sì,"Quando sono andato a vivere da solo,Per la mia forma fisica",22,14.0,10.0,2.0,7.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,1.0,0.0,1,1,4,3,1.0722403297487875,3.7857142857142856
Femmina,21.0,Coinquilini,Citta,India,999,Laurea triennale,Studente,196.0,54.0,Tra le 23 e l'1,7-8 ore,93.0,No,999,999,No,999,999,No,1.0,0.0,0.0,0.0,89.0,Sì,2.0,44.0,No,Tra 1 e 5 km,metro,No,Quasi mai,A volte,No,Vegetariano,No,999,999,A volte,999,Io,50.0,No,999,Tra 1 e 2 litri,Raramente,83.0,No,Sì,Spesso,Sì,Per la mia forma fisica,20,14.0,14.0,12.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,2,1,0,3,2.5757482036763877,-0.1428571428571428
Femmina,24.0,Da solo,Citta,Danimarca,999,Laurea triennale,Studente,101.0,64.0,Dopo l'1,4-6 ore,81.0,Occasionalmente,999,999,No,999,999,No,4.0,2.0,4.0,5.0,78.0,Sì,5.0,34.0,No,Tra 1 e 5 km,bici,Sì,Quasi sempre,Raramente,Sì,No,No,999,999,A volte,999,Io,2.0,Sì,Pranzo,Meno di 1 litro,Spesso,95.0,No,Sì,Quasi sempre,Sì,"Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...)",13,4.0,14.0,0.0,7.0,11.0,3.0,1.0,0.0,0.0,4.0,6.0,0.0,0.0,4.0,5.0,20.0,25.0,0.0,0,2,3,4,-6.641758222386531,-1.1428571428571423
Maschio,24.0,Coinquilini,Citta,Stati Uniti d'America,999,Laurea triennale,Lavoratore a tempo pieno,105.0,79.0,Dopo l'1,4-6 ore,93.0,No,999,999,No,999,999,No,0.0,0.0,0.0,0.0,85.0,Sì,2.0,10.0,No,Tra 1 e 5 km,"auto,metro",No,Quasi mai,A volte,Sì,No,No,999,999,A volte,999,Io,75.0,Sì,Colazione,Più di 2 litri,A volte,93.0,No,Sì,Spesso,Sì,"Quando sono andato a vivere da solo,Quando ho finito le superiori,Per la mia forma fisica,Per lo sport",17,12.0,12.0,1.0,3.0,14.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,8.0,4.0,5.0,0,1,0,0,-2.4534476557629876,-2.5
Femmina,29.0,Coinquilini,Metropoli  ,Stati Uniti d'America,999,Maturità,Lavoratore a tempo pieno,101.0,74.0,Dopo l'1,6-7 ore,100.0,Sì,Prima dei 18 anni,Sigaretta,Sì,Pesanti,Abitualmente,No,14.0,2.0,14.0,2.0,78.0,Sì,5.0,21.0,No,Tra 1 e 5 km,"metro,piedi",No,Quasi mai,Spesso,Sì,No,Sì,Occasionalmente,Scelte personali,Sì,Prodotti chimici come conservanti e dolcificanti,Io,38.0,Sì,Colazione,Tra 1 e 2 litri,Raramente,78.0,No,Sì,Spesso,Sì,Quando sono andato a vivere da solo,24,12.0,14.0,7.0,10.0,10.0,11.0,8.0,4.0,0.0,7.0,5.0,1.0,0.0,5.0,5.0,7.0,2.0,4.0,1,1,4,3,-0.6950455751639144,-2.071428571428571
Femmina,25.0,Da solo,Metropoli  ,Brasile,999,Laurea triennale,Studente,200.0,60.0,Tra le 23 e l'1,6-7 ore,100.0,No,999,999,No,999,999,Sì,0.0,0.0,0.0,0.0,93.0,No,0.0,50.0,999,Più di 5 km,auto,No,Quasi mai,Quasi mai,No,No,No,999,999,No,999,Io,71.0,No,999,Più di 2 litri,A volte,100.0,No,Sì,Spesso,Sì,Quando sono andato a vivere da solo,24,3.0,14.0,5.0,1.0,6.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,3.0,4.0,6.0,1.0,8.0,1,1,1,0,-0.9102812046711002,0.5
Femmina,23.0,Con un partner,Citta,Stati Uniti d'America,999,Laurea triennale,Lavoratore a tempo pieno,200.0,69.0,Tra le 23 e l'1,6-7 ore,83.0,No,999,999,No,999,999,Sì,0.0,0.0,0.0,0.0,72.0,No,0.0,50.0,999,Tra 1 e 5 km,auto,Sì,Quasi mai,Raramente,Sì,No,No,999,999,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,71.0,Sì,Colazione,Tra 1 e 2 litri,A volte,99.0,No,Sì,Quasi sempre,Sì,"Per necessità mediche,Quando sono andato a vivere da solo,Quando ho finito le superiori,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",19,8.0,14.0,2.0,6.0,9.0,1.0,3.0,3.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,4.0,2.0,2.0,1,1,3,0,-4.438382377452344,1.5
Femmina,35.0,Da solo,Metropoli  ,Corea del Sud,999,Laurea triennale,Lavoratore a tempo pieno,210.0,52.0,Tra le 23 e l'1,7-8 ore,87.0,Occasionalmente,999,999,No,999,999,No,2.0,2.0,0.0,4.0,82.0,Sì,5.0,67.0,Sì,Tra 1 e 5 km,auto,Sì,Raramente,Spesso,Sì,No,Sì,Abitualmente,Scelte personali,Sì,"Calorie, grassi, zuccheri",Io,80.0,No,999,Più di 2 litri,Raramente,78.0,No,Sì,Spesso,Sì,"Per necessità mediche,Quando sono andato a vivere da solo,Per la mia forma fisica",23,12.0,5.0,3.0,2.0,10.0,3.0,2.0,5.0,2.0,0.0,0.0,4.0,3.0,2.0,4.0,1.0,0.0,7.0,2,3,4,3,-0.7895984062626237,3.3571428571428577
Femmina,23.0,Con un partner,Citta,Yemen,999,Maturità,"Studente,Lavoratore part time",140.0,67.0,Tra le 23 e l'1,6-7 ore,100.0,No,999,999,Sì,Leggere,Abitualmente,No,9.0,1.0,2.0,0.0,85.0,Sì,2.0,25.0,No,Più di 5 km,auto,No,Quasi mai,A volte,Sì,No,No,999,999,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,0.0,Sì,Colazione,Meno di 1 litro,Spesso,100.0,No,Sì,Raramente,Sì,"Per la mia forma fisica,Per lo sport",19,2.0,9.0,0.0,14.0,14.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,7.0,29.0,2.0,18.0,1,1,0,4,-13.914285714285715,-2.2142857142857144
Femmina,31.0,Con un partner,Paese ,Stati Uniti d'America,999,Laurea triennale,Lavoratore a tempo pieno,210.0,68.0,Prima delle 23,6-7 ore,94.0,No,999,999,No,999,999,No,2.0,0.0,1.0,0.0,83.0,Sì,6.0,50.0,No,Più di 5 km,auto,Sì,A volte,Spesso,Sì,Altro,Sì,Abitualmente,Necessità mediche,No,999,Io,50.0,No,999,Tra 1 e 2 litri,A volte,70.0,No,Sì,Spesso,Sì,Quando ho finito le superiori,18,8.0,7.0,5.0,8.0,8.0,5.0,10.0,2.0,4.0,1.0,0.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,1,0,4,0,-1.8886786819168646,6.571428571428571
Femmina,26.0,Genitori/genitore,Metropoli  ,Stati Uniti d'America,999,Laurea triennale,Lavoratore a tempo pieno,95.0,50.0,Prima delle 23,7-8 ore,100.0,Occasionalmente,999,999,Sì,Leggere,Occasionalmente,No,5.0,1.0,0.0,2.0,78.0,Sì,4.0,76.0,No,Più di 5 km,"metro,piedi",No,Quasi mai,Quasi sempre,Sì,No,Sì,Occasionalmente,Scelte personali,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Genitori,73.0,No,999,Tra 1 e 2 litri,Raramente,95.0,No,Sì,Raramente,No,999,999,10.0,12.0,4.0,7.0,5.0,1.0,2.0,3.0,0.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,2,1,2,3,-1.0785122508950586,4.857142857142858
Femmina,35.0,Con un partner,Citta,Stati Uniti d'America,999,Laurea triennale,"Studente,Lavoratore a tempo pieno",97.0,85.0,Tra le 23 e l'1,6-7 ore,63.0,No,999,999,No,999,999,No,0.0,1.0,0.0,0.0,71.0,Sì,3.0,33.0,No,Più di 5 km,auto,No,Quasi mai,A volte,Sì,Semi-vegetariano (mangi il pesce),Sì,Occasionalmente,Scelte personali,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,10.0,Sì,Colazione,Tra 1 e 2 litri,Quasi mai,82.0,No,Sì,Quasi sempre,Sì,"Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",30,7.0,9.0,5.0,7.0,1.0,2.0,5.0,2.0,0.0,2.0,3.0,4.0,1.0,2.0,4.0,6.0,2.0,1.0,1,1,0,2,-2.8754280629853275,0.8571428571428572
Femmina,21.0,Con un partner,Citta,Stati Uniti d'America,999,Maturità,Lavoratore a tempo pieno,200.0,150.0,Prima delle 23,7-8 ore,100.0,Sì,Dopo i 18 anni,Altro:,Sì,Leggere,Abitualmente,No,0.0,0.0,0.0,6.0,100.0,Sì,1.0,0.0,No,Più di 5 km,auto,No,Quasi mai,Spesso,No,No,No,999,999,No,999,Io,0.0,Sì,Colazione,Tra 1 e 2 litri,Spesso,100.0,No,Sì,Spesso,Sì,Quando sono andato a vivere da solo,19,7.0,14.0,3.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,7.0,20.0,29.0,1.0,2,1,4,4,-10.628792564828473,1.1428571428571428
Maschio,27.0,Coinquilini,Citta,Stati Uniti d'America,999,Laurea triennale,Lavoratore a tempo pieno,127.0,75.0,Prima delle 23,7-8 ore,81.0,Occasionalmente,999,999,Sì,Leggere,Occasionalmente,No,4.0,1.0,0.0,2.0,91.0,Sì,5.0,70.0,No,Tra 1 e 5 km,auto,No,Quasi mai,Quasi sempre,Sì,No,No,999,999,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,63.0,No,999,Tra 1 e 2 litri,Quasi mai,89.0,No,Sì,Quasi sempre,Sì,Quando sono andato a vivere da solo,22,6.0,5.0,5.0,4.0,6.0,2.0,3.0,4.0,4.0,1.0,2.0,4.0,4.0,0.0,1.0,0.0,0.0,5.0,2,1,2,2,-2.4135233010805655,4.0
Maschio,37.0,Con un partner,Metropoli  ,Stati Uniti d'America,999,Laurea triennale,Lavoratore a tempo pieno,125.0,70.0,Prima delle 23,7-8 ore,79.0,No,999,999,No,999,999,No,6.0,0.0,0.0,0.0,100.0,Sì,4.0,64.0,No,Più di 5 km,auto,Sì,A volte,Spesso,Sì,No,No,999,999,Sì,"Calorie, grassi, zuccheri",Io,26.0,Sì,Colazione,Tra 1 e 2 litri,Quasi mai,80.0,No,Sì,Quasi sempre,Sì,Per la mia forma fisica,25,12.0,12.0,4.0,8.0,14.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,5.0,2,0,4,2,-4.178512250895059,4.142857142857142
Femmina,29.0,Con un partner,Citta,Stati Uniti d'America,999,Laurea triennale,Lavoratore a tempo pieno,111.0,61.0,Prima delle 23,7-8 ore,66.0,No,999,999,No,999,999,No,0.0,0.0,0.0,1.0,70.0,No,0.0,50.0,999,Più di 5 km,auto,Sì,Raramente,Raramente,Sì,No,No,999,999,A volte,999,Io,15.0,No,999,Più di 2 litri,Raramente,74.0,No,Sì,Quasi sempre,No,999,999,3.0,14.0,0.0,5.0,7.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,5.0,3.0,2,3,3,3,-7.938382377452345,2.8571428571428577
Femmina,24.0,Coinquilini,Citta,Stati Uniti d'America,999,Laurea triennale,Studente,105.0,59.0,Prima delle 23,6-7 ore,100.0,No,999,999,No,999,999,No,4.0,0.0,0.0,0.0,82.0,Sì,2.0,27.0,No,Tra 1 e 5 km,auto,No,Quasi mai,A volte,Sì,No,Sì,Abitualmente,Scelte personali,A volte,999,Io,16.0,Sì,Colazione,Tra 1 e 2 litri,A volte,65.0,No,No,Non so cucinare,Sì,Per la mia forma fisica,22,8.0,14.0,3.0,6.0,3.0,1.0,0.0,4.0,1.0,3.0,0.0,3.0,1.0,5.0,0.0,7.0,14.0,3.0,1,1,0,0,-2.400508275614151,2.928571428571429
Femmina,29.0,Da solo,Metropoli  ,Australia,999,Laurea triennale,Lavoratore a tempo pieno,210.0,75.0,Prima delle 23,7-8 ore,99.0,Occasionalmente,999,999,No,999,999,Sì,0.0,0.0,0.0,0.0,100.0,Sì,3.0,74.0,No,Tra 1 e 5 km,"auto,piedi",No,Quasi mai,Quasi sempre,No,No,No,999,999,A volte,999,Io,71.0,Sì,"Colazione,Cena",Tra 1 e 2 litri,Raramente,83.0,No,Sì,Spesso,Sì,"Quando sono andato a vivere da solo,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",16,10.0,5.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,0.0,1.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,2,1,2,3,-0.3152214291625792,5.5
Maschio,32.0,Da solo,Citta,Stati Uniti d'America,999,Laurea triennale,Disoccupato,101.0,79.0,Prima delle 23,7-8 ore,100.0,No,999,999,No,999,999,No,0.0,1.0,1.0,1.0,82.0,No,0.0,50.0,999,Tra 1 e 5 km,piedi,No,Quasi mai,Quasi sempre,Sì,No,Sì,Abitualmente,Scelte personali,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,61.0,Sì,Pranzo,Tra 1 e 2 litri,Quasi mai,86.0,No,Sì,Spesso,Sì,"Quando sono andato a vivere da solo,Per la mia forma fisica",21,12.0,12.0,2.0,4.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,5.0,4.0,2.0,2,1,2,2,-3.4240966631666305,3.571428571428571
Femmina,28.0,Coinquilini,Citta,Stati Uniti d'America,999,Laurea triennale,Lavoratore a tempo pieno,97.0,96.0,Prima delle 23,6-7 ore,100.0,No,999,999,No,999,999,Sì,0.0,0.0,0.0,0.0,100.0,No,0.0,50.0,999,Più di 5 km,auto,No,Quasi mai,A volte,Sì,No,Sì,Abitualmente,Scelte personali,Sì,"Calorie, grassi, zuccheri",Io,50.0,Sì,Pranzo,Tra 1 e 2 litri,A volte,100.0,No,Sì,A volte,Sì,"Per necessità mediche,Quando sono andato a vivere da solo","18, again at 20",4.0,14.0,10.0,10.0,12.0,0.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,7.0,4.0,15.0,15.0,4.0,1,1,0,0,-7.4084109738337105,2.0
Maschio,28.0,Genitori/genitore,Metropoli  ,Malesia,999,Laurea triennale,Lavoratore a tempo pieno,107.0,68.0,Tra le 23 e l'1,6-7 ore,100.0,No,999,999,No,999,999,No,1.0,0.0,1.0,0.0,100.0,Sì,4.0,38.0,No,Più di 5 km,metro,No,Quasi mai,Quasi mai,Sì,No,Sì,Abitualmente,Scelte personali,A volte,999,Genitori,88.0,No,999,Più di 2 litri,Quasi mai,87.0,No,Sì,A volte,Sì,Per la mia forma fisica,26,14.0,14.0,7.0,1.0,14.0,3.0,14.0,2.0,6.0,0.0,0.0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,1,1,1,2,-1.7909332409566507,1.7142857142857144
Femmina,24.0,Con un partner,Citta,Stati Uniti d'America,999,Laurea magistrale,Studente,204.0,56.0,Prima delle 23,7-8 ore,87.0,No,999,999,No,999,999,No,1.0,2.0,0.0,0.0,99.0,Sì,4.0,78.0,Sì,Tra 1 e 5 km,piedi,No,Quasi mai,Spesso,Sì,Vegetariano,No,999,999,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,64.0,No,999,Tra 1 e 2 litri,Quasi mai,93.0,Sì,Sì,Quasi sempre,Sì,"Per la mia forma fisica,Per lo sport",21,14.0,14.0,4.0,1.0,0.0,4.0,3.0,4.0,1.0,2.0,1.0,4.0,2.0,3.0,0.0,0.0,0.0,1.0,2,1,4,2,4.38925331344893,7.071428571428571
Femmina,28.0,Con un partner,Citta,Stati Uniti d'America,999,Laurea triennale,Lavoratore a tempo pieno,111.0,61.0,Prima delle 23,6-7 ore,77.0,No,999,999,Sì,Leggere,Occasionalmente,No,0.0,4.0,1.0,1.0,63.0,No,0.0,50.0,999,Più di 5 km,auto,Sì,Quasi mai,Raramente,Sì,Semi-vegetariano (mangi il pesce),No,999,999,No,999,Io,51.0,Sì,Colazione,Meno di 1 litro,Raramente,93.0,No,Sì,Quasi sempre,No,999,999,14.0,14.0,7.0,7.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,3.0,3.0,0.0,4.0,1,1,3,3,-1.765841685236785,1.1428571428571428
Maschio,20.0,Genitori/genitore,Citta,Stati Uniti d'America,999,Maturità,"Studente,Lavoratore part time",147.0,66.0,Tra le 23 e l'1,7-8 ore,100.0,No,999,999,No,999,999,Sì,0.0,0.0,0.0,0.0,89.0,Sì,2.0,21.0,No,Più di 5 km,auto,Sì,Raramente,Quasi sempre,Sì,No,No,999,999,A volte,999,Io,50.0,Sì,Colazione,Tra 1 e 2 litri,Quasi mai,78.0,No,Sì,Quasi sempre,No,999,999,0.0,12.0,0.0,6.0,6.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,2,3,2,2,-9.019047619047619,2.5
Femmina,27.0,Coinquilini,Metropoli  ,Stati Uniti d'America,999,Laurea triennale,Lavoratore a tempo pieno,105.0,66.0,Prima delle 23,7-8 ore,85.0,No,999,999,No,999,999,No,3.0,3.0,2.0,2.0,100.0,Sì,3.0,36.0,No,Tra 1 e 5 km,metro,Sì,Raramente,Spesso,Sì,No,No,999,999,Sì,"Calorie, grassi, zuccheri",Io,38.0,No,999,Meno di 1 litro,Raramente,85.0,Sì,Sì,Quasi sempre,Sì,Quando sono andato a vivere da solo,20,7.0,13.0,5.0,9.0,11.0,2.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,17.0,6.0,0.0,2,3,4,3,-5.070666158223423,4.071428571428571
Maschio,28.0,Da solo,Metropoli  ,Stati Uniti d'America,999,Laurea triennale,Lavoratore a tempo pieno,131.0,84.0,Prima delle 23,7-8 ore,100.0,No,999,999,Sì,Leggere,Abitualmente,No,1.0,3.0,0.0,3.0,100.0,Sì,6.0,79.0,No,Più di 5 km,metro,Sì,A volte,Quasi sempre,No,No,Sì,Occasionalmente,Scelte personali,A volte,999,Io,82.0,No,999,Meno di 1 litro,Quasi mai,82.0,Sì,Sì,Spesso,No,999,999,7.0,7.0,7.0,4.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,6.0,2,0,2,2,0.2827630720281413,4.0
Femmina,32.0,Con un partner,Citta,Stati Uniti d'America,999,Laurea magistrale,Lavoratore part time,204.0,85.0,Tra le 23 e l'1,6-7 ore,82.0,No,999,999,No,999,999,No,1.0,1.0,0.0,0.0,69.0,Sì,2.0,20.0,No,Più di 5 km,auto,No,Quasi mai,Raramente,Sì,No,Sì,Abitualmente,Scelte personali,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,50.0,No,999,Più di 2 litri,Raramente,67.0,No,Sì,A volte,Sì,"Quando sono andato a vivere da solo,Quando ho finito le superiori,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",25,8.0,14.0,0.0,10.0,10.0,2.0,4.0,2.0,1.0,5.0,1.0,3.0,2.0,4.0,2.0,8.0,0.0,10.0,1,1,3,3,-6.207192242851154,1.2142857142857144
Femmina,16.0,Genitori/genitore,Citta,Canada,999,Maturità,Studente,194.0,63.0,Prima delle 23,6-7 ore,100.0,No,999,999,No,999,999,Sì,0.0,0.0,0.0,0.0,87.0,Sì,3.0,61.0,No,Meno di 1 km,piedi,Sì,Quasi mai,Spesso,No,Vegano,No,999,999,A volte,999,Genitori,40.0,Sì,Pranzo,Meno di 1 litro,Quasi mai,80.0,No,Sì,A volte,Sì,"Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...)",15,7.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,8.0,3.0,0.0,1,1,4,2,-4.143078279114187,7.0
Femmina,22.0,Genitori/genitore,Citta,Stati Uniti d'America,999,Laurea triennale,Lavoratore a tempo pieno,184.0,59.0,Tra le 23 e l'1,6-7 ore,100.0,No,999,999,No,999,999,Sì,0.0,0.0,0.0,0.0,100.0,Sì,3.0,50.0,No,Tra 1 e 5 km,auto,Sì,Quasi mai,A volte,Sì,No,No,999,999,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti,Allergeni",Io,49.0,Sì,"Colazione,Pranzo",Meno di 1 litro,Quasi mai,100.0,No,Sì,Spesso,Sì,"Per necessità mediche,Quando ho finito le superiori,Per la mia forma fisica",21,14.0,13.0,5.0,0.0,14.0,1.0,7.0,7.0,7.0,3.0,6.0,7.0,7.0,3.0,5.0,4.0,0.0,4.0,1,1,0,2,-0.6018562928246123,1.0
Femmina,21.0,Con un partner,Citta,Australia,999,Maturità,"Studente,Lavoratore part time",204.0,61.0,Dopo l'1,6-7 ore,85.0,Sì,Dopo i 18 anni,Sigaretta elettronica,Sì,Leggere,Occasionalmente,No,0.0,4.0,3.0,4.0,100.0,Sì,5.0,64.0,No,Tra 1 e 5 km,auto,No,Quasi mai,Raramente,No,Semi-vegetariano (mangi il pesce),No,999,999,A volte,999,Io,36.0,Sì,Colazione,Meno di 1 litro,A volte,80.0,No,No,Non so cucinare,Sì,"Quando sono andato a vivere da solo,Quando ho finito le superiori",19,3.0,4.0,0.0,8.0,11.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,4.0,1.0,20.0,1,1,3,0,-11.761904761904763,-0.07142857142857117
Femmina,21.0,Da solo,Citta,Stati Uniti d'America,999,Maturità,Lavoratore a tempo pieno,204.0,90.0,Dopo l'1,6-7 ore,60.0,No,999,999,No,999,999,No,0.0,0.0,0.0,1.0,72.0,Sì,5.0,60.0,No,Tra 1 e 5 km,auto,No,Quasi mai,Quasi sempre,No,No,No,999,999,No,999,Io,7.0,Sì,Colazione,Meno di 1 litro,Spesso,51.0,No,Sì,Spesso,No,999,999,4.0,7.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,4.0,5.0,8.0,15.0,1.0,1,1,2,4,-9.633333333333333,-0.1428571428571428
Maschio,19.0,Genitori/genitore,Paese ,Stati Uniti d'America,999,Laurea triennale,Studente,127.0,68.0,Tra le 23 e l'1,6-7 ore,81.0,No,999,999,No,999,999,Sì,0.0,0.0,0.0,0.0,100.0,Sì,5.0,80.0,No,Più di 5 km,auto,No,Quasi mai,Raramente,Sì,No,Sì,Occasionalmente,Scelte personali,Sì,"Calorie, grassi, zuccheri",Io,12.0,Sì,"Colazione,Pranzo",Tra 1 e 2 litri,Quasi mai,74.0,Sì,Sì,Spesso,Sì,Per la mia forma fisica,18,7.0,14.0,4.0,10.0,12.0,0.0,4.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,0.0,0.0,1,1,3,2,-6.221082254395096,3.5
Maschio,22.0,Genitori/genitore,Citta,Germania,999,Laurea triennale,"Studente,Lavoratore part time",113.0,86.0,Dopo l'1,7-8 ore,100.0,No,999,999,No,999,999,No,0.0,0.0,0.0,1.0,100.0,No,0.0,50.0,999,Più di 5 km,auto,Sì,Quasi mai,Raramente,Sì,No,No,999,999,No,999,Genitori,27.0,Sì,Colazione,Meno di 1 litro,Spesso,95.0,No,No,Non so cucinare,No,999,999,3.0,10.0,7.0,1.0,14.0,2.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,1.0,18.0,18.0,15.0,2,1,3,4,-5.411129166183178,-2.642857142857143
Femmina,23.0,Coinquilini,Paese ,Canada,999,Laurea triennale,Lavoratore a tempo pieno,180.0,78.0,Prima delle 23,7-8 ore,86.0,No,999,999,No,999,999,Sì,0.0,0.0,0.0,0.0,89.0,Sì,5.0,69.0,No,Più di 5 km,auto,No,Quasi mai,A volte,Sì,No,No,999,999,Sì,"Calorie, grassi, zuccheri",Io,31.0,Sì,Colazione,Più di 2 litri,Raramente,79.0,No,Sì,Spesso,Sì,"Quando sono andato a vivere da solo,Quando ho finito le superiori",21,5.0,4.0,4.0,1.0,7.0,2.0,0.0,4.0,1.0,0.0,6.0,4.0,0.0,0.0,4.0,1.0,20.0,2.0,2,1,0,3,-3.9901792591510117,3.5
